Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
44,25209,RENT,6.0,MEDICAL,2000,,0,0.08,Y,13
37,26500,RENT,11.0,EDUCATION,2000,13.16,0,0.08,Y,16
39,28500,RENT,1.0,VENTURE,2000,,0,0.07,N,14
39,29894,OWN,23.0,HOMEIMPROVEMENT,8000,9.63,0,0.27,N,17
48,30000,MORTGAGE,21.0,HOMEIMPROVEMENT,2100,12.42,0,0.07,N,14
44,102000,RENT,9.0,MEDICAL,15000,8.94,0,0.15,N,12
46,102000,RENT,0.0,PERSONAL,15000,13.22,0,0.15,Y,17
44,108000,RENT,2.0,MEDICAL,15000,13.57,0,0.14,N,12
37,30000,OWN,13.0,EDUCATION,4800,16.29,0,0.16,N,11
36,120000,RENT,4.0,HOMEIMPROVEMENT,15000,12.99,0,0.13,Y,15
36,122000,RENT,2.0,HOMEIMPROVEMENT,15000,,0,0.12,N,17
39,30000,MORTGAGE,,EDUCATION,10375,8.9,0,0.35,N,13
38,225000,RENT,16.0,EDUCATION,15000,15.62,0,0.07,N,17
37,528000,RENT,4.0,VENTURE,15000,,0,0.03,N,12
37,63000,RENT,1.0,DEBTCONSOLIDATION,14900,9.63,0,0.24,N,13
37,48000,RENT,0.0,DEBTCONSOLIDATION,14725,,1,0.31,N,11
36,30123,RENT,5.0,MEDICAL,2000,14.26,0,0.07,Y,12
41,32496,RENT,4.0,EDUCATION,2000,10.99,1,0.06,N,12
48,32500,RENT,0.0,VENTURE,2000,17.27,1,0.06,N,16
38,33000,RENT,2.0,VENTURE,2000,16.89,1,0.06,N,14
45,30000,MORTGAGE,5.0,MEDICAL,1000,15.23,0,0.03,Y,11
43,60000,RENT,5.0,DEBTCONSOLIDATION,2000,12.53,0,0.03,N,17
44,65000,RENT,16.0,MEDICAL,2000,7.9,0,0.03,N,14
43,69000,RENT,0.0,DEBTCONSOLIDATION,2000,8.9,0,0.03,N,17
37,30000,MORTGAGE,15.0,HOMEIMPROVEMENT,8000,,0,0.27,N,17
43,85000,RENT,2.0,PERSONAL,2000,6.62,0,0.02,N,14
36,372000,RENT,4.0,DEBTCONSOLIDATION,2000,,1,0.01,Y,14
40,30000,OWN,4.0,HOMEIMPROVEMENT,5000,13.43,0,0.17,Y,11
38,34800,RENT,1.0,DEBTCONSOLIDATION,2100,14.72,0,0.06,N,13
38,9732,RENT,9.0,EDUCATION,2200,9.63,1,0.23,N,17
39,34000,RENT,1.0,HOMEIMPROVEMENT,14000,17.58,1,0.41,N,16
38,30000,RENT,2.0,DEBTCONSOLIDATION,2200,,0,0.07,Y,11
36,54000,RENT,2.0,HOMEIMPROVEMENT,2225,10.59,1,0.04,N,14
36,52500,RENT,,HOMEIMPROVEMENT,2250,5.42,0,0.04,N,14
39,30000,RENT,3.0,DEBTCONSOLIDATION,2300,14.79,0,0.08,Y,15
46,30000,MORTGAGE,13.0,VENTURE,3050,7.88,0,0.1,N,14
38,22000,RENT,2.0,DEBTCONSOLIDATION,2350,14.17,0,0.11,Y,16
37,40080,RENT,7.0,MEDICAL,2350,7.88,0,0.06,N,12
40,15864,RENT,,MEDICAL,2375,11.11,0,0.15,N,12
36,13440,RENT,2.0,EDUCATION,2400,17.49,1,0.18,Y,11
37,14000,RENT,0.0,DEBTCONSOLIDATION,2400,,1,0.17,N,11
49,15000,RENT,6.0,EDUCATION,2400,9.91,1,0.16,N,17
39,30000,MORTGAGE,14.0,MEDICAL,7200,14.96,1,0.24,Y,11
36,21996,RENT,3.0,PERSONAL,2400,14.11,0,0.11,N,11
37,24500,RENT,0.0,PERSONAL,2400,11.71,0,0.1,N,11
39,32280,RENT,22.0,PERSONAL,2400,8.88,0,0.07,N,17
47,30000,OWN,1.0,EDUCATION,8000,,0,0.27,N,17
40,35000,RENT,17.0,EDUCATION,2400,,0,0.07,N,16
36,32000,RENT,2.0,MEDICAL,2400,18.79,1,0.07,N,14
36,38568,RENT,7.0,PERSONAL,2400,18.39,0,0.06,Y,12
37,45000,RENT,2.0,VENTURE,2400,9.91,0,0.05,N,16
36,57110,RENT,5.0,EDUCATION,2400,10.0,0,0.04,N,15
36,60000,RENT,2.0,PERSONAL,2400,5.79,0,0.04,N,17
37,100000,RENT,0.0,DEBTCONSOLIDATION,2400,9.99,0,0.02,N,16
38,30000,MORTGAGE,8.0,PERSONAL,10000,11.22,0,0.33,Y,17
44,30160,MORTGAGE,4.0,PERSONAL,7500,,0,0.25,N,16
37,30480,OWN,1.0,MEDICAL,1200,11.99,0,0.04,N,15
44,100000,RENT,5.0,EDUCATION,13500,8.9,0,0.14,N,17
39,201000,RENT,6.0,VENTURE,13500,11.49,0,0.07,N,14
36,33481,RENT,9.0,MEDICAL,13475,15.68,1,0.4,Y,15
39,62692,RENT,9.0,VENTURE,13200,9.88,0,0.21,N,11
42,31000,MORTGAGE,5.0,VENTURE,7200,11.99,0,0.23,N,17
40,63000,RENT,2.0,HOMEIMPROVEMENT,13050,11.48,0,0.21,N,15
42,36000,RENT,8.0,MEDICAL,13000,12.73,1,0.36,Y,16
42,38400,RENT,4.0,MEDICAL,13000,,1,0.34,N,11
38,31200,MORTGAGE,6.0,VENTURE,5850,13.49,0,0.19,Y,11
37,31200,MORTGAGE,5.0,EDUCATION,3000,9.99,0,0.1,N,16
45,22178,RENT,3.0,VENTURE,2500,5.99,0,0.11,N,11
42,26568,RENT,6.0,PERSONAL,2500,10.37,0,0.09,N,14
36,31000,RENT,2.0,EDUCATION,2500,8.9,0,0.08,N,13
42,32004,RENT,1.0,DEBTCONSOLIDATION,2500,7.49,1,0.08,N,17
36,36000,RENT,3.0,EDUCATION,2500,9.76,0,0.07,N,15
36,32000,MORTGAGE,7.0,EDUCATION,5300,10.65,0,0.17,N,13
41,32000,MORTGAGE,2.0,PERSONAL,6000,,0,0.19,N,12
47,48000,RENT,14.0,MEDICAL,2500,14.65,0,0.05,Y,17
37,48000,RENT,0.0,PERSONAL,2500,9.62,0,0.05,N,12
36,32000,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,10.37,0,0.38,N,11
36,32000,MORTGAGE,9.0,EDUCATION,5000,8.88,0,0.16,N,13
39,59000,RENT,0.0,PERSONAL,2500,18.78,1,0.04,N,13
36,60072,RENT,14.0,HOMEIMPROVEMENT,2500,11.49,1,0.04,N,16
39,68000,RENT,0.0,HOMEIMPROVEMENT,2500,7.88,0,0.04,N,12
47,72000,RENT,5.0,VENTURE,2500,15.05,0,0.03,N,11
38,80000,RENT,9.0,PERSONAL,2500,10.99,0,0.03,N,13
44,117300,RENT,3.0,MEDICAL,2500,7.29,1,0.02,N,11
40,24000,RENT,2.0,MEDICAL,2800,7.88,0,0.12,N,14
41,19200,RENT,2.0,MEDICAL,2950,16.49,1,0.15,Y,12
36,10800,RENT,0.0,VENTURE,3000,16.77,1,0.28,N,11
48,32304,MORTGAGE,22.0,MEDICAL,15000,9.63,0,0.46,N,17
37,14400,RENT,4.0,VENTURE,3000,13.61,1,0.21,N,17
37,32400,OWN,0.0,HOMEIMPROVEMENT,8000,15.99,0,0.25,N,11
37,17520,RENT,1.0,VENTURE,3000,,1,0.17,N,16
36,32400,MORTGAGE,20.0,PERSONAL,6600,13.24,0,0.2,Y,11
38,18000,RENT,4.0,EDUCATION,3000,13.23,1,0.17,Y,14
36,32642,MORTGAGE,18.0,DEBTCONSOLIDATION,8500,11.49,0,0.26,N,12
41,21000,RENT,0.0,MEDICAL,3000,,0,0.14,N,15
40,21600,RENT,2.0,HOMEIMPROVEMENT,3000,14.09,1,0.14,Y,13
37,21600,RENT,7.0,MEDICAL,3000,12.18,0,0.14,N,16
47,30000,RENT,6.0,PERSONAL,3000,12.23,0,0.1,Y,16
36,30000,RENT,14.0,MEDICAL,3000,10.38,0,0.1,N,11
37,30000,RENT,6.0,MEDICAL,3000,11.03,0,0.1,N,13
36,31200,RENT,9.0,PERSONAL,3000,12.42,0,0.1,N,12
42,32000,RENT,7.0,MEDICAL,3000,6.99,0,0.09,N,12
47,30000,RENT,2.0,HOMEIMPROVEMENT,3000,12.99,1,0.1,N,11
38,30132,RENT,,EDUCATION,3000,13.85,1,0.1,N,14
41,37000,RENT,2.0,MEDICAL,3000,,0,0.08,N,16
40,33000,MORTGAGE,2.0,MEDICAL,1000,,0,0.03,N,16
39,38500,RENT,0.0,MEDICAL,3000,,0,0.08,N,16
37,40000,RENT,1.0,VENTURE,3000,11.71,0,0.07,N,15
41,33240,OWN,,MEDICAL,1000,7.29,0,0.03,N,17
42,38000,RENT,3.0,MEDICAL,3000,17.56,1,0.08,N,15
43,46000,RENT,5.0,VENTURE,3000,11.71,0,0.07,N,17
38,47000,RENT,2.0,VENTURE,3000,,0,0.06,N,11
36,33600,OWN,,VENTURE,15000,18.39,0,0.45,N,16
36,33600,OWN,,PERSONAL,3000,8.49,0,0.09,N,14
39,47004,RENT,12.0,MEDICAL,3000,11.49,0,0.06,N,13
47,33600,MORTGAGE,12.0,PERSONAL,10000,5.42,0,0.3,N,12
37,48000,RENT,8.0,EDUCATION,3000,6.99,0,0.06,N,14
38,49000,RENT,4.0,DEBTCONSOLIDATION,3000,7.51,0,0.06,N,13
36,50000,RENT,3.0,VENTURE,3000,11.26,0,0.06,N,11
37,50000,RENT,1.0,VENTURE,3000,11.58,0,0.06,N,14
42,33600,MORTGAGE,11.0,VENTURE,5000,,0,0.15,N,11
36,48686,RENT,21.0,VENTURE,12000,13.99,0,0.25,N,11
47,33888,MORTGAGE,5.0,PERSONAL,7000,7.49,0,0.21,N,13
39,50000,RENT,8.0,PERSONAL,12000,11.71,0,0.24,N,15
36,34000,MORTGAGE,2.0,VENTURE,5000,10.65,0,0.15,N,11
45,50400,RENT,2.0,HOMEIMPROVEMENT,12000,12.87,0,0.24,Y,13
40,51500,RENT,1.0,VENTURE,12000,12.53,0,0.23,N,15
47,52000,RENT,5.0,EDUCATION,12000,11.99,0,0.23,N,14
40,53000,RENT,2.0,HOMEIMPROVEMENT,12000,7.88,0,0.23,N,11
38,34000,OWN,,HOMEIMPROVEMENT,11000,13.98,0,0.32,Y,17
40,54000,RENT,7.0,PERSONAL,12000,10.62,0,0.22,N,14
45,55000,RENT,17.0,VENTURE,12000,9.91,0,0.22,N,12
43,34000,MORTGAGE,4.0,HOMEIMPROVEMENT,9800,,0,0.29,N,17
39,49000,RENT,2.0,DEBTCONSOLIDATION,12000,14.59,1,0.24,N,14
41,55000,RENT,9.0,DEBTCONSOLIDATION,12000,12.53,0,0.22,N,15
39,34000,MORTGAGE,1.0,VENTURE,5200,9.76,0,0.15,N,16
37,55200,RENT,9.0,MEDICAL,12000,11.71,0,0.22,N,15
46,56500,RENT,4.0,HOMEIMPROVEMENT,12000,10.37,0,0.21,N,14
40,34560,MORTGAGE,3.0,MEDICAL,10000,,0,0.29,N,12
40,53000,RENT,2.0,MEDICAL,3000,9.32,0,0.06,N,15
43,54000,RENT,0.0,DEBTCONSOLIDATION,3000,8.94,0,0.06,N,14
37,49000,RENT,2.0,DEBTCONSOLIDATION,3000,,1,0.06,Y,14
38,34800,MORTGAGE,2.0,PERSONAL,6250,7.49,0,0.18,N,16
37,55000,RENT,4.0,PERSONAL,3000,,0,0.05,N,14
39,55000,RENT,0.0,MEDICAL,3000,10.2,0,0.05,N,15
40,57000,RENT,1.0,EDUCATION,3000,10.0,0,0.05,N,14
42,58752,RENT,8.0,MEDICAL,3000,10.01,0,0.05,N,16
40,54000,RENT,5.0,EDUCATION,3000,16.89,1,0.06,N,15
36,35000,MORTGAGE,5.0,DEBTCONSOLIDATION,12000,8.9,0,0.34,N,17
37,60000,RENT,0.0,DEBTCONSOLIDATION,3000,12.53,0,0.05,Y,11
40,35000,MORTGAGE,6.0,VENTURE,5600,10.65,0,0.16,N,13
36,62000,RENT,13.0,EDUCATION,3000,8.9,0,0.05,N,12
40,64200,RENT,2.0,EDUCATION,3000,7.74,0,0.05,N,13
37,64680,RENT,10.0,DEBTCONSOLIDATION,3000,12.53,0,0.05,N,14
50,65000,RENT,0.0,VENTURE,3000,10.99,0,0.05,N,14
36,35000,MORTGAGE,4.0,HOMEIMPROVEMENT,7500,16.29,0,0.21,N,16
37,35000,OWN,,MEDICAL,16000,8.9,0,0.46,N,11
38,35000,MORTGAGE,6.0,VENTURE,4800,7.51,0,0.14,N,14
40,69996,RENT,6.0,MEDICAL,3000,10.75,0,0.04,N,15
36,29000,MORTGAGE,5.0,EDUCATION,4000,8.49,1,0.14,N,13
40,74500,RENT,2.0,MEDICAL,3000,14.27,0,0.04,N,15
44,79272,RENT,0.0,HOMEIMPROVEMENT,3000,5.79,0,0.04,N,11
41,85000,RENT,5.0,PERSONAL,3000,13.49,0,0.04,N,17
37,88000,RENT,11.0,PERSONAL,3000,7.4,0,0.03,N,15
39,94000,RENT,1.0,EDUCATION,3000,10.99,0,0.03,N,16
39,97000,RENT,15.0,PERSONAL,3000,9.25,0,0.03,N,17
38,35000,MORTGAGE,7.0,DEBTCONSOLIDATION,13075,7.29,0,0.37,N,16
40,35000,MORTGAGE,3.0,EDUCATION,4000,10.37,0,0.11,N,17
41,35000,MORTGAGE,18.0,DEBTCONSOLIDATION,1500,13.06,0,0.04,N,12
39,360000,RENT,1.0,PERSONAL,3000,11.48,0,0.01,N,12
47,65000,RENT,1.0,DEBTCONSOLIDATION,3100,13.49,0,0.05,Y,12
36,50000,RENT,4.0,HOMEIMPROVEMENT,3125,13.47,0,0.06,Y,14
36,53000,RENT,5.0,HOMEIMPROVEMENT,3150,15.27,0,0.06,N,12
41,35000,MORTGAGE,13.0,PERSONAL,1500,10.38,0,0.04,N,16
36,35000,MORTGAGE,2.0,HOMEIMPROVEMENT,7500,,0,0.21,N,13
37,33888,RENT,7.0,EDUCATION,3200,12.86,0,0.09,Y,16
41,42000,RENT,1.0,VENTURE,3200,12.18,0,0.08,N,16
47,35000,OWN,9.0,PERSONAL,2500,,0,0.07,N,12
37,63000,RENT,1.0,DEBTCONSOLIDATION,3200,,0,0.05,N,11
36,88000,RENT,4.0,MEDICAL,3200,10.99,0,0.04,N,13
45,35000,OTHER,6.0,PERSONAL,4800,,0,0.14,N,12
42,35000,OWN,12.0,PERSONAL,2000,7.37,0,0.06,N,14
49,23004,RENT,6.0,PERSONAL,3250,15.21,0,0.14,N,12
39,28800,RENT,4.0,PERSONAL,3250,14.72,0,0.11,N,16
43,125000,RENT,4.0,EDUCATION,3250,7.49,0,0.03,N,16
45,35004,MORTGAGE,5.0,DEBTCONSOLIDATION,10000,,0,0.29,Y,17
40,35820,RENT,0.0,MEDICAL,3275,8.88,0,0.09,N,11
48,35004,MORTGAGE,14.0,PERSONAL,3300,6.39,0,0.09,N,13
39,40000,RENT,1.0,MEDICAL,3300,,0,0.08,N,13
38,55000,RENT,9.0,HOMEIMPROVEMENT,3325,16.89,0,0.06,N,14
41,35100,MORTGAGE,3.0,EDUCATION,4650,7.88,0,0.13,N,17
36,35256,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,5.99,0,0.14,N,11
43,35300,MORTGAGE,5.0,MEDICAL,10000,10.25,0,0.28,N,13
42,29000,RENT,3.0,MEDICAL,3450,8.0,0,0.12,N,17
36,16107,RENT,1.0,EDUCATION,3500,10.36,1,0.22,N,14
38,20640,RENT,2.0,MEDICAL,3500,12.61,0,0.17,Y,16
42,35010,RENT,4.0,MEDICAL,3500,12.68,0,0.1,Y,16
39,36000,MORTGAGE,1.0,PERSONAL,7125,7.9,0,0.2,N,12
44,37000,RENT,0.0,MEDICAL,3500,12.87,0,0.09,Y,13
43,36000,MORTGAGE,5.0,VENTURE,5000,9.91,0,0.14,N,17
39,38400,RENT,5.0,EDUCATION,3500,12.99,0,0.09,Y,15
41,39000,RENT,2.0,PERSONAL,3500,13.11,0,0.09,N,13
41,36000,MORTGAGE,5.0,VENTURE,2500,7.9,0,0.07,N,12
36,36000,OWN,11.0,VENTURE,15000,7.9,0,0.42,N,12
37,36000,MORTGAGE,5.0,DEBTCONSOLIDATION,12000,6.03,0,0.33,N,13
38,43000,RENT,4.0,DEBTCONSOLIDATION,3500,11.83,0,0.08,N,12
48,36000,OWN,24.0,VENTURE,8000,6.99,0,0.22,N,15
37,44000,RENT,12.0,VENTURE,3500,13.61,0,0.08,N,15
37,36000,MORTGAGE,7.0,EDUCATION,9000,7.49,0,0.25,N,17
36,53000,RENT,1.0,EDUCATION,3500,9.32,0,0.07,N,17
38,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,13.99,0,0.17,N,16
44,30000,MORTGAGE,7.0,DEBTCONSOLIDATION,4500,15.62,1,0.15,N,15
44,36000,MORTGAGE,1.0,HOMEIMPROVEMENT,12000,13.99,0,0.33,N,12
40,10200,RENT,,HOMEIMPROVEMENT,3550,11.49,1,0.35,N,15
39,30500,RENT,3.0,PERSONAL,3600,7.68,0,0.12,N,13
37,35496,RENT,5.0,VENTURE,3600,10.37,0,0.1,N,12
38,36000,MORTGAGE,14.0,VENTURE,18000,10.38,0,0.5,N,13
44,36000,MORTGAGE,6.0,EDUCATION,1000,7.51,0,0.03,N,14
36,37200,RENT,5.0,EDUCATION,11000,12.73,0,0.3,N,12
40,38000,RENT,16.0,VENTURE,11000,10.37,0,0.29,N,11
37,36000,MORTGAGE,21.0,VENTURE,8000,7.88,0,0.22,N,15
41,48000,RENT,0.0,MEDICAL,11000,7.66,0,0.23,N,15
44,36000,MORTGAGE,0.0,VENTURE,1000,11.48,0,0.03,N,15
39,42000,RENT,0.0,PERSONAL,11000,13.55,1,0.26,N,12
36,36000,MORTGAGE,0.0,VENTURE,12000,9.63,0,0.33,N,15
46,60000,RENT,12.0,DEBTCONSOLIDATION,11000,9.91,0,0.18,N,13
44,62000,RENT,11.0,DEBTCONSOLIDATION,11000,8.07,0,0.18,N,16
37,63000,RENT,2.0,DEBTCONSOLIDATION,11000,,0,0.17,N,16
44,61000,RENT,2.0,DEBTCONSOLIDATION,11000,16.02,1,0.18,Y,15
43,70000,RENT,23.0,VENTURE,11000,7.29,0,0.16,N,16
38,36156,MORTGAGE,1.0,HOMEIMPROVEMENT,8500,12.21,0,0.24,N,16
38,108000,RENT,6.0,HOMEIMPROVEMENT,11000,13.49,0,0.1,N,12
40,96050,RENT,3.0,MEDICAL,11000,16.77,1,0.1,N,16
37,47908,RENT,3.0,VENTURE,10950,5.99,0,0.23,N,13
36,55000,RENT,6.0,HOMEIMPROVEMENT,10900,12.42,0,0.2,N,13
44,124800,RENT,1.0,PERSONAL,10875,7.14,0,0.09,N,14
39,38400,RENT,5.0,VENTURE,10850,10.99,0,0.28,N,14
44,35000,RENT,4.0,DEBTCONSOLIDATION,10825,10.65,1,0.31,N,12
37,30000,RENT,0.0,EDUCATION,10800,12.21,1,0.36,N,14
36,33000,RENT,2.0,HOMEIMPROVEMENT,10800,14.96,1,0.33,Y,15
47,56004,RENT,2.0,VENTURE,10800,10.36,0,0.19,N,11
41,60000,RENT,4.0,PERSONAL,10800,10.74,0,0.18,N,11
41,69350,RENT,5.0,EDUCATION,10800,5.42,0,0.16,N,13
38,70000,RENT,3.0,DEBTCONSOLIDATION,10800,12.21,0,0.15,N,16
37,77000,RENT,6.0,MEDICAL,10800,7.14,0,0.14,N,17
39,119000,RENT,2.0,EDUCATION,10800,7.49,0,0.09,N,13
37,41000,RENT,3.0,PERSONAL,10750,15.37,0,0.26,N,14
37,37000,MORTGAGE,7.0,EDUCATION,4000,10.59,0,0.11,N,12
41,37000,MORTGAGE,3.0,EDUCATION,6000,12.99,0,0.16,N,11
40,30000,RENT,2.0,VENTURE,10625,,1,0.35,N,17
40,117000,RENT,4.0,HOMEIMPROVEMENT,10625,11.14,0,0.09,N,13
40,29000,RENT,3.0,PERSONAL,10500,7.51,1,0.36,N,16
36,37000,MORTGAGE,3.0,PERSONAL,7000,6.91,0,0.19,N,13
38,51504,RENT,3.0,VENTURE,10500,12.53,0,0.2,N,17
47,37000,MORTGAGE,6.0,PERSONAL,7400,8.0,0,0.2,N,13
43,36000,RENT,4.0,PERSONAL,10400,7.66,0,0.29,N,14
43,90000,RENT,5.0,DEBTCONSOLIDATION,10400,11.49,0,0.12,N,14
37,42500,RENT,1.0,MEDICAL,3600,7.88,0,0.08,N,12
36,37400,MORTGAGE,2.0,PERSONAL,6250,6.0,0,0.17,N,14
40,37440,MORTGAGE,3.0,PERSONAL,10000,11.14,0,0.27,N,11
46,54250,RENT,3.0,PERSONAL,3600,10.0,0,0.07,N,14
45,37500,MORTGAGE,1.0,DEBTCONSOLIDATION,5000,11.49,0,0.13,N,16
39,60000,RENT,1.0,PERSONAL,3600,5.99,0,0.06,N,11
38,37500,OTHER,0.0,EDUCATION,12000,13.47,1,0.32,Y,16
36,37500,MORTGAGE,6.0,VENTURE,10000,9.32,0,0.27,N,12
37,68480,RENT,2.0,HOMEIMPROVEMENT,3600,15.23,0,0.05,Y,15
36,74000,RENT,10.0,EDUCATION,3600,15.62,1,0.05,Y,12
41,31000,RENT,5.0,MEDICAL,3700,16.32,1,0.12,N,17
42,38000,MORTGAGE,9.0,MEDICAL,6500,,0,0.17,N,14
46,140000,RENT,12.0,VENTURE,3725,,0,0.03,N,17
37,21600,RENT,4.0,DEBTCONSOLIDATION,3800,,1,0.18,Y,13
50,36996,RENT,6.0,DEBTCONSOLIDATION,3800,12.53,0,0.1,N,15
39,60000,RENT,3.0,HOMEIMPROVEMENT,3800,10.37,0,0.06,N,14
36,54000,RENT,14.0,PERSONAL,3800,,1,0.07,N,15
42,32000,MORTGAGE,0.0,PERSONAL,10000,10.59,1,0.31,N,12
36,85000,RENT,3.0,MEDICAL,3825,5.42,0,0.04,N,15
40,13273,RENT,3.0,DEBTCONSOLIDATION,3850,9.99,1,0.29,N,12
37,78000,RENT,0.0,VENTURE,3900,,0,0.05,N,16
37,12360,RENT,3.0,EDUCATION,4000,9.99,1,0.32,N,13
38,17600,RENT,0.0,PERSONAL,4000,16.0,1,0.23,N,11
45,19200,RENT,1.0,VENTURE,4000,10.0,1,0.21,N,15
50,19200,RENT,2.0,EDUCATION,4000,,1,0.21,N,12
37,20800,RENT,3.0,VENTURE,4000,19.41,0,0.19,N,16
41,21600,RENT,2.0,MEDICAL,4000,7.51,0,0.19,N,14
37,22000,RENT,2.0,MEDICAL,4000,10.0,0,0.18,N,17
38,22000,RENT,2.0,VENTURE,4000,12.68,0,0.18,Y,12
41,24000,RENT,2.0,DEBTCONSOLIDATION,4000,16.07,1,0.17,N,14
36,38208,MORTGAGE,2.0,VENTURE,1500,,0,0.04,Y,15
45,38268,MORTGAGE,14.0,PERSONAL,8400,12.18,0,0.22,N,11
42,26280,RENT,2.0,DEBTCONSOLIDATION,4000,9.99,0,0.15,N,17
37,38400,MORTGAGE,4.0,VENTURE,7000,7.9,0,0.18,N,13
36,27600,RENT,1.0,MEDICAL,4000,11.86,0,0.14,N,12
44,38400,MORTGAGE,4.0,PERSONAL,6825,8.9,0,0.18,N,12
40,28800,RENT,2.0,MEDICAL,4000,10.74,0,0.14,N,15
37,29536,RENT,2.0,MEDICAL,4000,11.89,0,0.14,N,17
37,38400,MORTGAGE,1.0,DEBTCONSOLIDATION,2400,6.99,0,0.06,N,17
36,30000,RENT,7.0,EDUCATION,4000,10.74,0,0.13,N,12
36,38400,OWN,5.0,PERSONAL,10000,6.17,0,0.26,N,13
45,31200,RENT,11.0,PERSONAL,4000,14.96,0,0.13,Y,17
44,38400,MORTGAGE,9.0,HOMEIMPROVEMENT,2500,,0,0.07,N,17
44,32004,RENT,4.0,EDUCATION,4000,14.35,0,0.12,N,13
39,38500,MORTGAGE,7.0,MEDICAL,3500,13.98,0,0.09,Y,17
36,34000,RENT,20.0,VENTURE,4000,14.59,1,0.12,N,11
45,34800,RENT,6.0,MEDICAL,4000,13.49,0,0.11,N,15
36,38795,MORTGAGE,,HOMEIMPROVEMENT,2000,,0,0.05,N,13
36,30000,RENT,0.0,VENTURE,4000,17.99,1,0.13,N,15
44,36000,RENT,6.0,VENTURE,4000,15.2,0,0.11,N,12
43,39000,MORTGAGE,12.0,VENTURE,8000,9.99,0,0.21,N,16
36,39000,MORTGAGE,8.0,VENTURE,7000,5.79,0,0.18,N,17
36,33000,RENT,2.0,PERSONAL,4000,,1,0.12,N,17
43,39996,RENT,1.0,PERSONAL,4000,10.99,0,0.1,N,11
39,33996,RENT,6.0,MEDICAL,4000,,1,0.12,N,13
38,40000,RENT,5.0,MEDICAL,4000,11.49,0,0.1,N,12
47,39000,MORTGAGE,5.0,EDUCATION,5600,8.59,0,0.14,N,11
37,35000,RENT,5.0,MEDICAL,4000,9.32,1,0.11,N,16
46,33099,MORTGAGE,2.0,MEDICAL,12000,,1,0.36,N,14
41,42000,RENT,0.0,VENTURE,4000,13.43,0,0.1,N,14
37,39480,OWN,4.0,VENTURE,8000,8.49,0,0.2,N,13
41,43000,RENT,2.0,MEDICAL,4000,13.23,0,0.09,N,16
36,43000,RENT,6.0,DEBTCONSOLIDATION,4000,13.92,0,0.09,Y,14
40,39500,OWN,0.0,PERSONAL,10000,7.29,0,0.25,N,11
36,39520,OWN,14.0,VENTURE,5000,5.79,0,0.13,N,16
37,49000,RENT,0.0,MEDICAL,4000,9.25,0,0.08,N,13
37,39600,MORTGAGE,17.0,HOMEIMPROVEMENT,6000,,0,0.15,N,17
37,39700,MORTGAGE,4.0,HOMEIMPROVEMENT,15000,13.23,0,0.38,Y,11
38,50000,RENT,5.0,VENTURE,4000,7.88,0,0.08,N,12
48,50004,RENT,8.0,EDUCATION,4000,7.68,0,0.08,N,11
37,39960,OWN,21.0,PERSONAL,5600,6.54,0,0.14,N,16
38,45000,RENT,1.0,EDUCATION,4000,11.49,1,0.09,N,15
40,51000,RENT,1.0,MEDICAL,4000,11.12,0,0.08,N,14
42,39996,MORTGAGE,2.0,HOMEIMPROVEMENT,2500,5.42,0,0.06,N,12
45,55000,RENT,1.0,PERSONAL,4000,6.03,0,0.07,N,12
41,39996,MORTGAGE,8.0,VENTURE,1200,15.21,0,0.03,N,16
37,61260,RENT,6.0,VENTURE,4000,14.82,0,0.07,Y,12
37,63000,RENT,0.0,HOMEIMPROVEMENT,4000,,0,0.06,N,13
36,73000,RENT,3.0,PERSONAL,4000,11.12,0,0.05,N,16
38,74000,RENT,21.0,DEBTCONSOLIDATION,4000,11.26,0,0.05,N,14
37,40000,MORTGAGE,13.0,VENTURE,17500,7.9,0,0.44,N,12
41,75000,RENT,15.0,PERSONAL,4000,16.29,0,0.05,Y,12
49,86400,RENT,0.0,MEDICAL,4000,,0,0.05,N,17
36,76000,RENT,2.0,DEBTCONSOLIDATION,4000,17.39,1,0.05,N,13
44,40000,MORTGAGE,8.0,VENTURE,8000,6.62,0,0.2,N,13
40,28800,RENT,3.0,PERSONAL,4200,14.72,1,0.15,Y,16
39,40000,OWN,4.0,HOMEIMPROVEMENT,15000,5.42,0,0.38,N,13
46,50000,RENT,0.0,MEDICAL,4350,10.99,0,0.09,N,15
38,40000,OWN,6.0,MEDICAL,9000,7.49,0,0.23,N,16
38,34000,MORTGAGE,14.0,VENTURE,8000,15.62,1,0.24,N,11
36,40000,OWN,4.0,VENTURE,14000,10.99,0,0.35,N,16
37,40000,MORTGAGE,2.0,MEDICAL,16000,10.99,0,0.4,N,15
36,20004,RENT,1.0,VENTURE,4375,10.74,0,0.22,N,17
38,24000,RENT,0.0,HOMEIMPROVEMENT,4400,14.09,1,0.18,N,14
37,53976,RENT,,VENTURE,4400,15.62,1,0.08,Y,11
36,40000,MORTGAGE,16.0,EDUCATION,4000,18.07,0,0.1,Y,14
36,40000,MORTGAGE,2.0,EDUCATION,6000,,0,0.15,N,15
36,40000,MORTGAGE,8.0,EDUCATION,6000,8.49,0,0.15,N,17
